Query Sequence	GO:EggNOG GO Molecular
jg37362.t1	GO:0060590-ATPase regulator activity(L=4)
jg42.t1	GO:0046872-metal ion binding(L=4)
jg9274.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg9274.t1	GO:0016814-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines(L=4)
jg9274.t1	GO:0046872-metal ion binding(L=4)
jg9274.t1	GO:0050661-NADP binding(L=4)
jg36889.t1	GO:0046872-metal ion binding(L=4)
jg16516.t1	GO:0003677-DNA binding(L=4)
jg16516.t1	GO:0003723-RNA binding(L=4)
jg29626.t1	GO:0020037-heme binding(L=4)
jg29626.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg29626.t1	GO:0046872-metal ion binding(L=4)
jg29626.t1	GO:0051879-Hsp90 protein binding(L=4)
jg35536.t1	GO:0001883-purine nucleoside binding(L=4)
jg35536.t1	GO:0016301-kinase activity(L=4)
jg35536.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg35536.t1	GO:0017076-purine nucleotide binding(L=4)
jg35536.t1	GO:0032549-ribonucleoside binding(L=4)
jg35536.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg35536.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg7691.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg7691.t1	GO:0031406-carboxylic acid binding(L=4)
jg7691.t1	GO:0031418-L-ascorbic acid binding(L=4)
jg7691.t1	GO:0046872-metal ion binding(L=4)
jg3497.t1	GO:0003677-DNA binding(L=4)
jg3497.t1	GO:0046872-metal ion binding(L=4)
jg33316.t1	GO:0016836-hydro-lyase activity(L=4)
jg36073.t1	GO:0008940-nitrate reductase activity(L=4)
jg36073.t1	GO:0020037-heme binding(L=4)
jg36073.t1	GO:0046857-oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor(L=4)
jg36073.t1	GO:0046872-metal ion binding(L=4)
jg36073.t1	GO:0052722-fatty acid in-chain hydroxylase activity(L=4)
jg36073.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg36533.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg36533.t1	GO:0046872-metal ion binding(L=4)
jg16456.t1	GO:0001883-purine nucleoside binding(L=4)
jg16456.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg16456.t1	GO:0017076-purine nucleotide binding(L=4)
jg16456.t1	GO:0032549-ribonucleoside binding(L=4)
jg16456.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg16456.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg16456.t1	GO:0046872-metal ion binding(L=4)
jg4827.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg4827.t1	GO:0015165-pyrimidine nucleotide-sugar transmembrane transporter activity(L=4)
jg4827.t1	GO:0015932-nucleobase-containing compound transmembrane transporter activity(L=4)
jg36392.t1	GO:0003713-transcription coactivator activity(L=4)
jg17927.t1	GO:0001883-purine nucleoside binding(L=4)
jg17927.t1	GO:0003723-RNA binding(L=4)
jg17927.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg17927.t1	GO:0017076-purine nucleotide binding(L=4)
jg17927.t1	GO:0032549-ribonucleoside binding(L=4)
jg17927.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg17927.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg35467.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg35467.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg35632.t1	GO:0001883-purine nucleoside binding(L=4)
jg35632.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg35632.t1	GO:0016301-kinase activity(L=4)
jg35632.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg35632.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg35632.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg35632.t1	GO:0017076-purine nucleotide binding(L=4)
jg35632.t1	GO:0032549-ribonucleoside binding(L=4)
jg35632.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg35632.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg35632.t1	GO:0046872-metal ion binding(L=4)
jg36382.t1	GO:0001883-purine nucleoside binding(L=4)
jg36382.t1	GO:0003677-DNA binding(L=4)
jg36382.t1	GO:0017076-purine nucleotide binding(L=4)
jg36382.t1	GO:0032549-ribonucleoside binding(L=4)
jg36382.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36382.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36311.t1	GO:0016301-kinase activity(L=4)
jg36311.t1	GO:0016776-phosphotransferase activity, phosphate group as acceptor(L=4)
jg36813.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg665.t1	GO:0001883-purine nucleoside binding(L=4)
jg665.t1	GO:0016301-kinase activity(L=4)
jg665.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg665.t1	GO:0017076-purine nucleotide binding(L=4)
jg665.t1	GO:0032549-ribonucleoside binding(L=4)
jg665.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg665.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36620.t1	GO:0003723-RNA binding(L=4)
jg32072.t1	GO:0000982-transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding(L=4)
jg32072.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg32072.t1	GO:0001228-transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding(L=4)
jg32072.t1	GO:0001883-purine nucleoside binding(L=4)
jg32072.t1	GO:0003677-DNA binding(L=4)
jg32072.t1	GO:0004518-nuclease activity(L=4)
jg32072.t1	GO:0005034-osmosensor activity(L=4)
jg32072.t1	GO:0005548-phospholipid transporter activity(L=4)
jg32072.t1	GO:0008168-methyltransferase activity(L=4)
jg32072.t1	GO:0008483-transaminase activity(L=4)
jg32072.t1	GO:0009883-red or far-red light photoreceptor activity(L=4)
jg32072.t1	GO:0009884-cytokinin receptor activity(L=4)
jg32072.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg32072.t1	GO:0015267-channel activity(L=4)
jg32072.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg32072.t1	GO:0016301-kinase activity(L=4)
jg32072.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg32072.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg32072.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg32072.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg32072.t1	GO:0017076-purine nucleotide binding(L=4)
jg32072.t1	GO:0019199-transmembrane receptor protein kinase activity(L=4)
jg32072.t1	GO:0020037-heme binding(L=4)
jg32072.t1	GO:0022838-substrate-specific channel activity(L=4)
jg32072.t1	GO:0032549-ribonucleoside binding(L=4)
jg32072.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg32072.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg32072.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg32072.t1	GO:0046872-metal ion binding(L=4)
jg32072.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg32072.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg25256.t1	GO:0016868-intramolecular transferase activity, phosphotransferases(L=4)
jg25256.t1	GO:0046872-metal ion binding(L=4)
jg36894.t1	GO:0016628-oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor(L=4)
jg36368.t1	GO:0008168-methyltransferase activity(L=4)
jg36368.t1	GO:0046872-metal ion binding(L=4)
jg36347.t1	GO:0016639-oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor(L=4)
jg8852.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg8852.t1	GO:0015267-channel activity(L=4)
jg8852.t1	GO:0022838-substrate-specific channel activity(L=4)
jg37283.t1	GO:0001883-purine nucleoside binding(L=4)
jg37283.t1	GO:0016301-kinase activity(L=4)
jg37283.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg37283.t1	GO:0017076-purine nucleotide binding(L=4)
jg37283.t1	GO:0032549-ribonucleoside binding(L=4)
jg37283.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg37283.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36213.t1	GO:0001883-purine nucleoside binding(L=4)
jg36213.t1	GO:0017076-purine nucleotide binding(L=4)
jg36213.t1	GO:0032549-ribonucleoside binding(L=4)
jg36213.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36213.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg7899.t1	GO:0016836-hydro-lyase activity(L=4)
jg153.t1	GO:0020037-heme binding(L=4)
jg153.t1	GO:0046872-metal ion binding(L=4)
jg35756.t1	GO:0003677-DNA binding(L=4)
jg17516.t1	GO:0005544-calcium-dependent phospholipid binding(L=4)
jg17516.t1	GO:0046872-metal ion binding(L=4)
jg421.t1	GO:0001883-purine nucleoside binding(L=4)
jg421.t1	GO:0016882-cyclo-ligase activity(L=4)
jg421.t1	GO:0017076-purine nucleotide binding(L=4)
jg421.t1	GO:0032549-ribonucleoside binding(L=4)
jg421.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg421.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36202.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg36202.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg36202.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg36202.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg9035.t1	GO:0004738-pyruvate dehydrogenase activity(L=4)
jg9035.t1	GO:0016624-oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor(L=4)
jg35578.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg35463.t1	GO:0005372-water transmembrane transporter activity(L=4)
jg35463.t1	GO:0015267-channel activity(L=4)
jg35463.t1	GO:0022838-substrate-specific channel activity(L=4)
jg17070.t1	GO:0001883-purine nucleoside binding(L=4)
jg17070.t1	GO:0016301-kinase activity(L=4)
jg17070.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg17070.t1	GO:0017076-purine nucleotide binding(L=4)
jg17070.t1	GO:0032549-ribonucleoside binding(L=4)
jg17070.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg17070.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36496.t1	GO:0001883-purine nucleoside binding(L=4)
jg36496.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg36496.t1	GO:0017076-purine nucleotide binding(L=4)
jg36496.t1	GO:0032549-ribonucleoside binding(L=4)
jg36496.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36496.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36854.t1	GO:0001883-purine nucleoside binding(L=4)
jg36854.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg36854.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg36854.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg36854.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg36854.t1	GO:0017076-purine nucleotide binding(L=4)
jg36854.t1	GO:0032549-ribonucleoside binding(L=4)
jg36854.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36854.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36854.t1	GO:0046872-metal ion binding(L=4)
jg36485.t1	GO:0003677-DNA binding(L=4)
jg8510.t1	GO:0003677-DNA binding(L=4)
jg32155.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg32155.t1	GO:0003677-DNA binding(L=4)
jg32155.t1	GO:0003713-transcription coactivator activity(L=4)
jg32155.t1	GO:0019900-kinase binding(L=4)
jg32155.t1	GO:0051427-hormone receptor binding(L=4)
jg36549.t1	GO:0046872-metal ion binding(L=4)
jg37354.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg37354.t1	GO:0003677-DNA binding(L=4)
jg3918.t1	GO:0046872-metal ion binding(L=4)
jg37204.t1	GO:0003677-DNA binding(L=4)
jg36210.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg36210.t1	GO:0046872-metal ion binding(L=4)
jg449.t1	GO:0003677-DNA binding(L=4)
jg449.t1	GO:0003723-RNA binding(L=4)
jg9064.t1	GO:0016405-CoA-ligase activity(L=4)
jg9064.t1	GO:0016878-acid-thiol ligase activity(L=4)
jg31996.t1	GO:0020037-heme binding(L=4)
jg31996.t1	GO:0046872-metal ion binding(L=4)
jg37341.t1	GO:0001883-purine nucleoside binding(L=4)
jg37341.t1	GO:0015645-fatty acid ligase activity(L=4)
jg37341.t1	GO:0017076-purine nucleotide binding(L=4)
jg37341.t1	GO:0032549-ribonucleoside binding(L=4)
jg37341.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg37341.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg27650.t1	GO:0001883-purine nucleoside binding(L=4)
jg27650.t1	GO:0003723-RNA binding(L=4)
jg27650.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg27650.t1	GO:0017076-purine nucleotide binding(L=4)
jg27650.t1	GO:0032549-ribonucleoside binding(L=4)
jg27650.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg27650.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg27504.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg27504.t1	GO:0003677-DNA binding(L=4)
jg36800.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg326.t1	GO:0001883-purine nucleoside binding(L=4)
jg326.t1	GO:0016301-kinase activity(L=4)
jg326.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg326.t1	GO:0017076-purine nucleotide binding(L=4)
jg326.t1	GO:0032549-ribonucleoside binding(L=4)
jg326.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg326.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg9670.t1	GO:0020037-heme binding(L=4)
jg9670.t1	GO:0046872-metal ion binding(L=4)
jg37292.t1	GO:0016811-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(L=4)
jg36232.t1	GO:0001883-purine nucleoside binding(L=4)
jg36232.t1	GO:0016301-kinase activity(L=4)
jg36232.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg36232.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg36232.t1	GO:0017076-purine nucleotide binding(L=4)
jg36232.t1	GO:0032549-ribonucleoside binding(L=4)
jg36232.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36232.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg35735.t1	GO:0016301-kinase activity(L=4)
jg35735.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg36818.t1	GO:0016717-oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water(L=4)
jg36818.t1	GO:0046872-metal ion binding(L=4)
jg13887.t1	GO:0046872-metal ion binding(L=4)
jg36971.t1	GO:0003677-DNA binding(L=4)
jg36289.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg36289.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg36289.t1	GO:0015267-channel activity(L=4)
jg36289.t1	GO:0042803-protein homodimerization activity(L=4)
jg5060.t1	GO:0003677-DNA binding(L=4)
jg36363.t1	GO:0003677-DNA binding(L=4)
jg35460.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg22091.t1	GO:0003677-DNA binding(L=4)
jg22091.t1	GO:0005048-signal sequence binding(L=4)
jg22091.t1	GO:0046872-metal ion binding(L=4)
jg4605.t1	GO:0003677-DNA binding(L=4)
jg4605.t1	GO:0046872-metal ion binding(L=4)
jg22263.t1	GO:0001883-purine nucleoside binding(L=4)
jg22263.t1	GO:0016301-kinase activity(L=4)
jg22263.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg22263.t1	GO:0017076-purine nucleotide binding(L=4)
jg22263.t1	GO:0032549-ribonucleoside binding(L=4)
jg22263.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg22263.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36238.t1	GO:0046872-metal ion binding(L=4)
jg36155.t1	GO:0001883-purine nucleoside binding(L=4)
jg36155.t1	GO:0005096-GTPase activator activity(L=4)
jg36155.t1	GO:0016301-kinase activity(L=4)
jg36155.t1	GO:0016763-transferase activity, transferring pentosyl groups(L=4)
jg36155.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg36155.t1	GO:0016831-carboxy-lyase activity(L=4)
jg36155.t1	GO:0017076-purine nucleotide binding(L=4)
jg36155.t1	GO:0030695-GTPase regulator activity(L=4)
jg36155.t1	GO:0032549-ribonucleoside binding(L=4)
jg36155.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36155.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36155.t1	GO:0046872-metal ion binding(L=4)
jg36429.t1	GO:0001883-purine nucleoside binding(L=4)
jg36429.t1	GO:0016301-kinase activity(L=4)
jg36429.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg36429.t1	GO:0017076-purine nucleotide binding(L=4)
jg36429.t1	GO:0032549-ribonucleoside binding(L=4)
jg36429.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg36429.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg36429.t1	GO:0046872-metal ion binding(L=4)
jg20392.t1	GO:0016298-lipase activity(L=4)
jg20392.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg35691.t1	GO:0008168-methyltransferase activity(L=4)
jg35480.t1	GO:0003677-DNA binding(L=4)
jg35480.t1	GO:0008168-methyltransferase activity(L=4)
jg29200.t1	GO:0003677-DNA binding(L=4)
jg16732.t1	GO:0001883-purine nucleoside binding(L=4)
jg16732.t1	GO:0003723-RNA binding(L=4)
jg16732.t1	GO:0016876-ligase activity, forming aminoacyl-tRNA and related compounds(L=4)
jg16732.t1	GO:0017076-purine nucleotide binding(L=4)
jg16732.t1	GO:0032549-ribonucleoside binding(L=4)
jg16732.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg16732.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg35452.t1	GO:0003677-DNA binding(L=4)
jg35452.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg35452.t1	GO:0016836-hydro-lyase activity(L=4)
jg35452.t1	GO:0046872-metal ion binding(L=4)
jg6482.t1	GO:0008483-transaminase activity(L=4)
jg7268.t1	GO:0003723-RNA binding(L=4)
jg35633.t1	GO:0003677-DNA binding(L=4)
jg36207.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg36207.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg29567.t1	GO:0001883-purine nucleoside binding(L=4)
jg29567.t1	GO:0016728-oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor(L=4)
jg29567.t1	GO:0017076-purine nucleotide binding(L=4)
jg29567.t1	GO:0032549-ribonucleoside binding(L=4)
jg29567.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg29567.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg9351.t1	GO:0003677-DNA binding(L=4)
jg9351.t1	GO:0003723-RNA binding(L=4)
jg9351.t1	GO:0016298-lipase activity(L=4)
jg9351.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg27277.t1	GO:0003677-DNA binding(L=4)
jg27277.t1	GO:0008327-methyl-CpG binding(L=4)
jg36700.t1	GO:0003677-DNA binding(L=4)
jg36700.t1	GO:0046872-metal ion binding(L=4)
jg37178.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg37178.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg37178.t1	GO:0046872-metal ion binding(L=4)
jg36594.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg36594.t1	GO:0008168-methyltransferase activity(L=4)
jg36594.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg36594.t1	GO:0046872-metal ion binding(L=4)
jg35722.t1	GO:0016811-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(L=4)
