#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S91_30V6.1	3218.PP1S91_30V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=260:Ribosomal_L2(11|90)+Ribosomal_L2_C(96|231)+	Predicted protein	5922571,5922647,5930516,5930518,5949197,5949199,A9RZ45,A9RZ45_PHYPA,PHYPADRAFT_161945,PHYPADRAFT_201226,PHYPADRAFT_207132,PHYPADRAFT_228370,PHYPADRAFT_232463,PHYPADRAFT_234904,PP1S91_30V6,PP1S91_30V6.1,PUT-163a-Physcomitrella_patens-19317,PUT-163a-Physcomitrella_patens-19385,PUT-163a-Physcomitrella_patens-19388,PUT-163a-Physcomitrella_patens-37516,PUT-163a-Physcomitrella_patens-43947,PUT-163a-Physcomitrella_patens-56654632,PUT-163a-Physcomitrella_patens-56654633,PUT-163a-Physcomitrella_patens-57154634,PUT-163a-Physcomitrella_patens-57154635,Ppa.5211,Predicted protein,XP_001759367.1,XP_001759425.1,XP_001767203.1,XP_001767259,XP_001767259.1,XP_001785992.1,XP_001785993.1,ppp:PHYPADRAFT_234904
PP1S92_47V6.1	3218.PP1S92_47V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=263:Pfam_Ribosomal_S3Ae(15|221)+	40S ribosomal protein S3a; Belongs to the eukaryotic ribosomal protein eS1 family	40S ribosomal protein S3a,5930574,A9SLV9,A9SLV9_PHYPA,EDQ67817.1,PHYPADRAFT_233661,PP1S92_47V6,PP1S92_47V6.1,PP1S92_47V6.2,PUT-163a-Physcomitrella_patens-23838,PUT-163a-Physcomitrella_patens-30044,PUT-163a-Physcomitrella_patens-5008,PUT-163a-Physcomitrella_patens-7054640,Ppa.5177,Predicted protein,UPI000162285F,UPI00024B0656,XM_001767274,XM_001767274.1,XP_001767326,XP_001767326.1,ppp:PHYPADRAFT_233661
PP1S92_53V6.2	3218.PP1S92_53V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=555:LDLa(47|86)+Pfam_PRKCSH(439|491)+	Predicted protein	5930577,A9SLW4,A9SLW4_PHYPA,EDQ67860.1,PHYPADRAFT_62870,PP1S92_53V6,PP1S92_53V6.1,PP1S92_53V6.2,PUT-163a-Physcomitrella_patens-61854632,Ppa.3759,Predicted protein,UPI0001622864,UPI00024AEF1D,XM_001767317,XM_001767317.1,XP_001767369,XP_001767369.1,ppp:PHYPADRAFT_62870
PP1S92_62V6.1	3218.PP1S92_62V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=134:Pfam_SWIM(79|113)+	Predicted protein	5930580,A9SLW7,A9SLW7_PHYPA,EDQ67819.1,PHYPADRAFT_186392,PP1S92_62V6,PP1S92_62V6.1,PUT-163a-Physcomitrella_patens-39847,Ppa.9269,Predicted protein,UPI0001622866,XM_001767276,XM_001767276.1,XP_001767328,XP_001767328.1,ppp:PHYPADRAFT_186392
PP1S93_161V6.1	3218.PP1S93_161V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=332:Pfam_HAD_2(82|293)+	Predicted protein	5930644,A9SM81,A9SM81_PHYPA,EDQ67794.1,PHYPADRAFT_186462,PP1S93_161V6,PP1S93_161V6.1,PUT-163a-Physcomitrella_patens-16193,PUT-163a-Physcomitrella_patens-22336,PUT-163a-Physcomitrella_patens-26456,Ppa.10499,Predicted protein,UPI0001622A50,XM_001767418,XM_001767418.1,XP_001767470,XP_001767470.1,ppp:PHYPADRAFT_186462
PP1S93_72V6.1	3218.PP1S93_72V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=636:ANK(32|59)+ANK(63|92)+BTB(185|282)+BTB(399|510)+	Predicted protein	5930671,A9SM44,A9SM44_PHYPA,EDQ67727.1,PHYPADRAFT_165660,PP1S93_72V6,PP1S93_72V6.1,PUT-163a-Physcomitrella_patens-12726,PUT-163a-Physcomitrella_patens-30980,Ppa.1022,Predicted protein,UPI00016229A3,XM_001767351,XM_001767351.1,XP_001767403,XP_001767403.1,ppp:PHYPADRAFT_165660
PP1S93_73V6.2	3218.PP1S93_73V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=499:SIGNAL(1|25)+Pfam_TAXi_N(80|238)+SapB(274|346)+SapB(371|455)+	Predicted protein; Belongs to the peptidase A1 family	3.4.23.40,5930672,A9SM45,A9SM45_PHYPA,EC 3.4.23.40,EDQ67728.1,PHYPADRAFT_186425,PP1S93_73V6,PP1S93_73V6.1,PP1S93_73V6.2,PUT-163a-Physcomitrella_patens-16341,PUT-163a-Physcomitrella_patens-18799,PUT-163a-Physcomitrella_patens-30855,PUT-163a-Physcomitrella_patens-49854636,PUT-163a-Physcomitrella_patens-50254632,PUT-163a-Physcomitrella_patens-50254633,Ppa.3489,Predicted protein,UPI00016229A4,UPI00024AF26E,XM_001767352,XM_001767352.1,XP_001767404,XP_001767404.1,ppp:PHYPADRAFT_186425
PP1S95_65V6.1	3218.PP1S95_65V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=168:Pfam_PMSR(4|154)+	Predicted protein	1.8.4.11,5930841,A9SML9,A9SML9_PHYPA,EC 1.8.4.11,EDQ67547.1,PHYPADRAFT_106732,PP1S95_65V6,PP1S95_65V6.1,PUT-163a-Physcomitrella_patens-10244,PUT-163a-Physcomitrella_patens-2942,PUT-163a-Physcomitrella_patens-32554639,PUT-163a-Physcomitrella_patens-33654640,PUT-163a-Physcomitrella_patens-41767,PUT-163a-Physcomitrella_patens-42866,Ppa.7213,Predicted protein,UPI00016228B6,XM_001767536,XM_001767536.1,XP_001767588,XP_001767588.1,ppp:PHYPADRAFT_106732
PP1S97_115V6.1	3218.PP1S97_115V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=293:Pfam_Ribosomal_L5e(14|175)+Pfam_Ribosomal_L18_c(191|283)+	Uncharacterized protein	5931081,A9SNA3,A9SNA3_PHYPA,EDQ67385.1,PHYPADRAFT_214065,PP1S97_115V6,PP1S97_115V6.1,PUT-163a-Physcomitrella_patens-19793,PUT-163a-Physcomitrella_patens-2124,PUT-163a-Physcomitrella_patens-3060,PUT-163a-Physcomitrella_patens-47209,Ppa.5496,Predicted protein,UPI0001622EB7,Uncharacterized protein,XM_001767819,XM_001767819.1,XP_001767871,XP_001767871.1,ppp:PHYPADRAFT_214065
PP1S97_78V6.1	3218.PP1S97_78V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=186:Pfam_Ribosomal_L22(17|152)+	Uncharacterized protein; Belongs to the universal ribosomal protein uL22 family	5931069,A9SN83,A9SN83_PHYPA,EDQ67373.1,PHYPADRAFT_165821,PP1S97_78V6,PP1S97_78V6.1,PP1S97_78V6.2,PP1S97_78V6.3,PUT-163a-Physcomitrella_patens-8891,PUT-163a-Physcomitrella_patens-8931,Ppa.18407,Ppa.7892,Predicted protein,UPI0001622DBA,UPI00024B0669,Uncharacterized protein,XM_001767807,XM_001767807.1,XP_001767859,XP_001767859.1,ppp:PHYPADRAFT_165821
PP1S98_84V6.1	3218.PP1S98_84V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=384:BBOX(48|95)+BBOX(99|146)+	Predicted protein	5931144,A9SNT6,A9SNT6_PHYPA,EDQ67259.1,PHYPADRAFT_165882,PP1S98_84V6,PP1S98_84V6.1,PP1S98_84V6.2,PP1S98_84V6.3,PUT-163a-Physcomitrella_patens-19518,PUT-163a-Physcomitrella_patens-41554636,Ppa.16180,Ppa.5256,Predicted protein,UPI00016231D4,UPI00024AF5A0,XM_001767932,XM_001767932.1,XP_001767984,XP_001767984.1,ppp:PHYPADRAFT_165882
PP1S99_108V6.1	3218.PP1S99_108V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=482:TRANS(73|95)+TRANS(99|116)+TRANS(142|164)+TRANS(174|193)+TRANS(206|225)+TRANS(238|260)+TRANS(267|289)+Pfam_GWT1(300|441)+TRANS(454|472)+	Predicted protein	2.3.-.-,5931280,A9SNV8,A9SNV8_PHYPA,EC 2.3.-.-,EDQ67105.1,PHYPADRAFT_233732,PP1S99_108V6,PP1S99_108V6.1,PUT-163a-Physcomitrella_patens-19898,PUT-163a-Physcomitrella_patens-22221,Ppa.5065,Predicted protein,UPI000162347F,XM_001767981,XM_001767981.1,XP_001768033,XP_001768033.1,ppp:PHYPADRAFT_233732
PP1S99_129V6.1	3218.PP1S99_129V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=215:Mob1_phocein(31|204)+	Predicted protein	5931283,A9SNW3,A9SNW3_PHYPA,EDQ67107.1,PHYPADRAFT_214279,PP1S99_129V6,PP1S99_129V6.1,PUT-163a-Physcomitrella_patens-20431,PUT-163a-Physcomitrella_patens-46090,PUT-163a-Physcomitrella_patens-59654636,PUT-163a-Physcomitrella_patens-59654638,PUT-163a-Physcomitrella_patens-59654639,PUT-163a-Physcomitrella_patens-59654640,PUT-163a-Physcomitrella_patens-59654641,Ppa.3006,Predicted protein,UPI0001622CBD,XM_001767983,XM_001767983.1,XP_001768035,XP_001768035.1,ppp:PHYPADRAFT_214279
PP1S99_257V6.2	3218.PP1S99_257V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=186:SIGNAL(1|23)+Pfam_MttA_Hcf106(87|132)+	Predicted protein	5931298,A9SP05,A9SP05_PHYPA,EDQ67163.1,PHYPADRAFT_234966,PP1S99_257V6,PP1S99_257V6.1,PP1S99_257V6.2,PUT-163a-Physcomitrella_patens-23977,PUT-163a-Physcomitrella_patens-45659,PUT-163a-Physcomitrella_patens-49927,Ppa.687,Predicted protein,UPI0001622DC9,UPI00024AFEF2,XM_001768039,XM_001768039.1,XP_001768091,XP_001768091.1,ppp:PHYPADRAFT_234966
PP1S99_95V6.1	3218.PP1S99_95V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=244:Pfam_Chloroa_b-bind(55|228)+	Chlorophyll a-b binding protein, chloroplastic; The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated	5931240,A9SNV6,A9SNV6_PHYPA,Chlorophyll a-b binding protein, chloroplastic,EDQ67143.1,PHYPADRAFT_233731,PP1S99_95V6,PP1S99_95V6.1,PUT-163a-Physcomitrella_patens-10953,PUT-163a-Physcomitrella_patens-15084,PUT-163a-Physcomitrella_patens-24794,PUT-163a-Physcomitrella_patens-27050,PUT-163a-Physcomitrella_patens-31047,PUT-163a-Physcomitrella_patens-37954637,PUT-163a-Physcomitrella_patens-38654638,Ppa.1068,Predicted protein,UPI000162347D,XM_001768019,XM_001768019.1,XP_001768071,XP_001768071.1,ppp:PHYPADRAFT_233731
PP2	3218.PP1S420_4V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=421:SANT(13|63)+SANT(66|114)+	Myb-related protein Pp2; Possible transcription activator	5947928,A9U1I8,CAA47435.1,EDQ50457.1,MYB2_PHYPA,Myb-related protein Pp2,P80073,PHYPADRAFT_100368,PP1S420_4V6,PP1S420_4V6.1,PP2,PUT-163a-Physcomitrella_patens-19773,Ppa.49,UPI000012FADA,X67050,XM_001784680,XM_001784680.1,XP_001784732,XP_001784732.1,ppp:PHYPADRAFT_100368
PPM3	3218.PP1S34_373V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=372:MADS(1|60)+COIL(108|141)+	Putative MADS-domain transcription factor; MIKC MADS-domain protein PPM3 	5922108,A9RXS7,A9RXS7_PHYPA,E1C9U0,EDQ76443.1,EDQ76444.1,MIKC MADS-domain protein PPM3,PHYPADRAFT_179228,PP1S34_373V6,PP1S34_373V6.1,PPM3,PUT-163a-Physcomitrella_patens-43654633,PUT-163a-Physcomitrella_patens-43654640,Ppa.146,Putative MADS-domain transcription factor,Q8L6F7,UPI00000A5051,XM_001758885,XM_001758885.1,XM_001758886,XM_001758886.1,XP_001758937,XP_001758937.1,XP_001758938,XP_001758938.1,m3,ppp:PHYPADRAFT_179228
PSBS	3218.PP1S241_86V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=280:Pfam_Chloroa_b-bind(64|228)+TRANS(243|265)+	Photosystem II 22kDa chloroplast protein 	5941793,A9TJ15,A9TJ15_PHYPA,CP22,EDQ56593.1,PHYPADRAFT_235377,PP1S241_86V6,PP1S241_86V6.1,PP1S241_86V6.2,PSBS,PSII-S,PUT-163a-Physcomitrella_patens-1315,PUT-163a-Physcomitrella_patens-3554638,PUT-163a-Physcomitrella_patens-37899,PUT-163a-Physcomitrella_patens-40877,PUT-163a-Physcomitrella_patens-53796,Photosystem II 22kDa chloroplast protein,Ppa.267,UPI0001625FFF,UPI00024AE342,XM_001778511,XM_001778511.1,XP_001778563,XP_001778563.1,photosystem II 22kDa chloroplast protein,ppp:PHYPADRAFT_235377
PSE1	3218.PP1S277_79V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=290:Pfam_ELO(40|284)+	Polyunsaturated fatty acid specific elongation enzyme 1	2.3.1.199,5943565,A9TP48,E1CA02,E1CA02_PHYPA,EC 2.3.1.199,EDQ54842.1,PHYPADRAFT_95302,PP1S277_79V6,PP1S277_79V6.1,PSE1,PUT-163a-Physcomitrella_patens-30448,PUT-163a-Physcomitrella_patens-30449,Ppa.14282,Ppa.1845,Predicted protein,Q8S4Q5,Q8S4Q5_PHYPA,UPI0000040621,XM_001780336,XM_001780336.1,XP_001780388,XP_001780388.1,ppp:PHYPADRAFT_95302
PSR	3218.PP1S251_75V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=281:Pfam_ComA(29|275)+	(2R)-phospho-3-sulfolactate synthase-related protein	5942345,A9TKK6,E1C9R4,E1C9R4_PHYPA,EDQ56066.1,PHYPADRAFT_170596,PP1S251_75V6,PP1S251_75V6.1,PP1S251_75V6.2,PP1S251_75V6.3,PSR,PUT-163a-Physcomitrella_patens-29634,Ppa.13104,Predicted protein,Q4VQ13,Q4VQ13_PHYPA,UPI000051E164,UPI00024B15DB,XM_001779068,XM_001779068.1,XP_001779120,XP_001779120.1,ppp:PHYPADRAFT_170596
PURA2	3218.PP1S238_77V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=514:Adenylsucc_synt(91|512)+	Adenylosuccinate synthetase 2, chloroplastic; Plays an important role in the de novo pathway and in the salvage pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP (By similarity); Belongs to the adenylosuccinate synthetase family	5941632,6.3.4.4,A9TIK2,Adenylosuccinate synthetase 2, chloroplastic,EC 6.3.4.4,EDQ56772.1,IMP--aspartate ligase 2,PHYPADRAFT_222623,PP1S238_77V6,PP1S238_77V6.1,PURA2,PURA2_PHYPA,PUT-163a-Physcomitrella_patens-26974,Ppa.8491,UPA00075,UPI0001625685,XM_001778362,XM_001778362.1,XP_001778414,XP_001778414.1,ppp:PHYPADRAFT_222623
Per1	3218.PP1S12_126V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=221:Pfam_AhpC-TSA(7|143)+Pfam_1-cysPrx_C(163|202)+	Uncharacterized protein	1.11.1.15,1.11.1.7,3.1.1.-,5917249,A9RJ06,A9RJ06_PHYPA,EC 1.11.1.15,EC 1.11.1.7,EC 3.1.1.-,EDQ80964.1,PHYPADRAFT_202843,PP1S12_126V6,PP1S12_126V6.1,PUT-163a-Physcomitrella_patens-48355,Per1,Ppa.13183,Predicted protein,UPI000161F792,Uncharacterized protein,XM_001754011,XM_001754011.1,XP_001754063,XP_001754063.1,hypothetical protein,ppp:PHYPADRAFT_202843
PhotA2	3218.PP1S179_27V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=1095:PAS(273|342)+PAC(348|390)+PAS(556|625)+PAC(631|673)+S_TKc(755|1044)+	PHOTA2 phototropin A2 blue light photoreceptor 	2.7.11.1,5937856,A9T7N6,E1C9N7,E1C9N7_PHYPA,EC 2.7.11.1,EDQ60548.1,PHOTA2,PHOTA2 phototropin A2 blue light photoreceptor,PHYPADRAFT_89164,PP1S179_27V6,PP1S179_27V6.1,PP1S179_27V6.2,PP1S179_27V6.3,PUT-163a-Physcomitrella_patens-26769,PUT-163a-Physcomitrella_patens-49052,PhotA2,Phototropin,Ppa.9113,Q6BCU0,Q6BCU0_PHYPA,UPI00003FE58F,XM_001774562,XM_001774562.1,XP_001774614,XP_001774614.1,ppp:PHYPADRAFT_89164
PhotB1	3218.PP1S84_194V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=1133:PAS(303|372)+PAC(378|420)+PAS(594|663)+PAC(669|711)+S_TKc(793|1081)+	PHOTB1 phototropin B1 blue light photoreceptor 	2.7.11.1,5929687,A9SJB9,E1C9M3,E1C9M3_PHYPA,EC 2.7.11.1,EDQ68737.1,PHOTB1,PHOTB1 phototropin B1 blue light photoreceptor,PHYPADRAFT_185599,PP1S84_194V6,PP1S84_194V6.1,PUT-163a-Physcomitrella_patens-48178,PhotB1,Phototropin,Ppa.1034,Ppa.9048,Q6BCT8,Q6BCT8_PHYPA,UPI00003FE590,XM_001766357,XM_001766357.1,XP_001766409,XP_001766409.1,ppp:PHYPADRAFT_185599
PpLhcb1	3218.PP1S12_390V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=267:Pfam_Chloroa_b-bind(67|234)+	Chlorophyll a-b binding protein, chloroplastic; The light-harvesting complex (LHC) functions as a light receptor, it captures and delivers excitation energy to photosystems with which it is closely associated	5917283,A9RJE1,AB115771,BAD08518.1,Chlorophyll a-b binding protein, chloroplastic,EDQ81135.1,PHYPADRAFT_175471,PP1S12_390V6,PP1S12_390V6.1,PUT-163a-Physcomitrella_patens-31795,PUT-163a-Physcomitrella_patens-39388,PUT-163a-Physcomitrella_patens-4187,PUT-163a-Physcomitrella_patens-51454639,PUT-163a-Physcomitrella_patens-54054636,PUT-163a-Physcomitrella_patens-54054637,PUT-163a-Physcomitrella_patens-54054638,PUT-163a-Physcomitrella_patens-55054634,PUT-163a-Physcomitrella_patens-55054635,PUT-163a-Physcomitrella_patens-8053,PpLhcb1,Ppa.18075,Ppa.477,Q765P6,Q765P6_PHYPA,UPI0000237E7C,XM_001754182,XM_001754182.1,XP_001754234,XP_001754234.1,ppp:PHYPADRAFT_175471
PpNAGK	3218.PP1S146_98V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=347:Pfam_AA_kinase(88|324)+	N-acetylglutamate kinase	2.7.2.8,5935346,A0JC02,A0JC02_PHYPA,A9T0J5,E1C9R6,E1C9R6_PHYPA,EC 2.7.2.8,EDQ63078.1,N-acetylglutamate kinase,PHYPADRAFT_217744,PP1S146_98V6,PP1S146_98V6.1,PUT-163a-Physcomitrella_patens-26776,PpNAGK,Ppa.678,Predicted protein,UPI0000E68BB7,XM_001772082,XM_001772082.1,XP_001772134,XP_001772134.1,ppp:PHYPADRAFT_217744
PprbcS1	3218.PP1S459_2V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=184:Pfam_RuBisCO_small(73|183)+	Ribulose bisphosphate carboxylase small chain; RuBisCO catalyzes two reactions: the carboxylation of D- ribulose 1,5-bisphosphate, the primary event in carbon dioxide fixation, as well as the oxidative fragmentation of the pentose substrate. Both reactions occur simultaneously and in competition at the same active site; Belongs to the RuBisCO small chain family	4.1.1.39,5948519,A9U370,A9U380_PHYPA,AB120708,BAC87878.1,EC 4.1.1.39,EDQ49880.1,EDQ49881.1,PHYPADRAFT_173430,PHYPADRAFT_226715,PHYPADRAFT_8310,PP1S459_2V6,PP1S459_2V6.1,PP1S459_2V6.2,PUT-163a-Physcomitrella_patens-2754636,PUT-163a-Physcomitrella_patens-2854640,PUT-163a-Physcomitrella_patens-29162,PUT-163a-Physcomitrella_patens-3254635,PUT-163a-Physcomitrella_patens-3254636,PUT-163a-Physcomitrella_patens-3954636,PUT-163a-Physcomitrella_patens-4693,PUT-163a-Physcomitrella_patens-53536,PUT-163a-Physcomitrella_patens-6162,PUT-163a-Physcomitrella_patens-6540,PUT-163a-Physcomitrella_patens-69354634,PUT-163a-Physcomitrella_patens-69454633,PUT-163a-Physcomitrella_patens-69454637,PUT-163a-Physcomitrella_patens-69454638,PUT-163a-Physcomitrella_patens-70354636,PUT-163a-Physcomitrella_patens-70354638,PUT-163a-Physcomitrella_patens-70554636,PUT-163a-Physcomitrella_patens-70654637,PUT-163a-Physcomitrella_patens-70654641,PUT-163a-Physcomitrella_patens-70754635,PUT-163a-Physcomitrella_patens-70854633,PUT-163a-Physcomitrella_patens-71054638,PUT-163a-Physcomitrella_patens-71054641,PUT-163a-Physcomitrella_patens-71454632,PUT-163a-Physcomitrella_patens-71454634,PprbcS1,Q75WT7,Q75WT7_PHYPA,Ribulose bisphosphate carboxylase small chain,UPI00001CE3C3,XM_001785260,XM_001785260.1,XM_001785261,XM_001785261.1,XP_001785312,XP_001785312.1,XP_001785313,XP_001785313.1,ppp:PHYPADRAFT_173430
RabA32	3218.PP1S10_243V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=221:RAB(16|179)+	Rab11/RabA-family small GTPase 	5916927,A9RHR0,A9RHR0_PHYPA,EDQ81422.1,PHYPADRAFT_104615,PP1S10_243V6,PP1S10_243V6.1,Rab11/RabA-family small GTPase,RabA32,UPI000161F654,XM_001753618,XM_001753618.1,XP_001753670,XP_001753670.1,ppp:PHYPADRAFT_104615
RabE15	3218.PP1S218_87V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=215:RAB(14|178)+	Rab8/RabE-family small GTPase 	5940480,A9TF93,A9TF93_PHYPA,EDQ57942.1,PHYPADRAFT_221760,PP1S218_87V6,PP1S218_87V6.1,PP1S218_87V6.2,PUT-163a-Physcomitrella_patens-32556,PUT-163a-Physcomitrella_patens-57054633,Ppa.16338,Rab8/RabE-family small GTPase,RabE15,UPI00016251FC,XM_001777235,XM_001777235.1,XP_001777287,XP_001777287.1,ppp:PHYPADRAFT_221760
RabG11	3218.PP1S398_18V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=206:RAB(9|179)+	Rab7/RabG-family small GTPase 	5947480,A9U087,A9U087_PHYPA,EDQ50913.1,PHYPADRAFT_110619,PP1S398_18V6,PP1S398_18V6.1,PUT-163a-Physcomitrella_patens-49791,Ppa.11260,Ppa.8941,Rab7/RabG-family small GTPase,RabG11,UPI0001626D28,XM_001784212,XM_001784212.1,XP_001784264,XP_001784264.1,ppp:PHYPADRAFT_110619
RabG13	3218.PP1S61_279V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=206:RAB(9|179)+	Rab7/RabG-family small GTPase 	5926680,A9SB23,A9SB23_PHYPA,EDQ71667.1,PHYPADRAFT_210411,PP1S61_279V6,PP1S61_279V6.1,PP1S61_279V6.2,PUT-163a-Physcomitrella_patens-17714,PUT-163a-Physcomitrella_patens-30097,PUT-163a-Physcomitrella_patens-46038,PUT-163a-Physcomitrella_patens-53554632,PUT-163a-Physcomitrella_patens-53654632,PUT-163a-Physcomitrella_patens-53654633,PUT-163a-Physcomitrella_patens-551,Ppa.2581,Ppa.8906,Rab7/RabG-family small GTPase,RabG13,UPI0000043E20,UPI00024AD160,XM_001763426,XM_001763426.1,XP_001763478,XP_001763478.1,ppp:PHYPADRAFT_210411
SEC20	3218.PP1S54_272V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=310:Pfam_Sec20(124|215)+	Qb-SNARE, Sec20-family 	5925571,A9S7T6,A9S7T6_PHYPA,EDQ72808.1,PHYPADRAFT_163344,PP1S54_272V6,PP1S54_272V6.1,PUT-163a-Physcomitrella_patens-30191,Ppa.13865,Qb-SNARE, Sec20-family,SEC20,UPI00024ACD90,XM_001762289,XM_001762289.1,XP_001762341,XP_001762341.1,ppp:PHYPADRAFT_163344
Sep2.1	3218.PP1S54_304V6.1	http://smart.embl.de/smart/DDt.cgi?smart=249:	Uncharacterized protein	5925605,A9S7V4,A9S7V4_PHYPA,EDQ72818.1,PHYPADRAFT_235394,PP1S54_304V6,PP1S54_304V6.1,PUT-163a-Physcomitrella_patens-24029,Ppa.12662,Predicted protein,Sep2.1,UPI0001621977,Uncharacterized protein,XM_001762299,XM_001762299.1,XP_001762351,XP_001762351.1,hypothetical protein,ppp:PHYPADRAFT_235394
Sep4b	3218.PP1S79_93V6.1	http://smart.embl.de/smart/DDt.cgi?smart=385:	Uncharacterized protein	5928987,A9SHE3,A9SHE3_PHYPA,EDQ69343.1,PHYPADRAFT_235410,PP1S79_93V6,PP1S79_93V6.1,PUT-163a-Physcomitrella_patens-41659,Ppa.15224,Predicted protein,Sep4b,UPI00016227E7,Uncharacterized protein,XM_001765700,XM_001765700.1,XP_001765752,XP_001765752.1,hypothetical protein,ppp:PHYPADRAFT_235410
col1	3218.PP1S371_27V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=358:BBOX(1|47)+BBOX(48|90)+Pfam_CCT(295|338)+	Predicted protein	5946806,A9TYC4,CONSTANS-like 1,E1C9S0,E1C9S0_PHYPA,EDQ51583.1,PHYPADRAFT_226604,PP1S371_27V6,PP1S371_27V6.1,PUT-163a-Physcomitrella_patens-12897,PUT-163a-Physcomitrella_patens-46745,PpCOL1,PpCOL1 protein,Ppa.3973,Predicted protein,Q5H7P0,Q5H7P0_PHYPA,UPI000003E8B9,XM_001783567,XM_001783567.1,XP_001783619,XP_001783619.1,col1,ppp:PHYPADRAFT_226604
cpk18	3218.PP1S83_172V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=589:S_TKc(130|390)+EFh(437|465)+EFh(474|502)+EFh(516|544)+EFh(546|574)+	Cpk18 calcium-dependent protein kinase 	2.7.11.1,5929444,A9SIW9,A9SIW9_PHYPA,Cpk18 calcium-dependent protein kinase,EC 2.7.11.1,EDQ68881.1,PHYPADRAFT_185437,PP1S83_172V6,PP1S83_172V6.1,PUT-163a-Physcomitrella_patens-51954639,Ppa.12706,UPI00016224AA,XM_001766197,XM_001766197.1,XP_001766249,XP_001766249.1,cpk18,cpk18 calcium-dependent protein kinase,ppp:PHYPADRAFT_185437
cslA3	3218.PP1S36_214V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=538:TRANS(27|49)+Pfam_Glycos_transf_2(92|269)+TRANS(486|505)+TRANS(511|533)+	Cellulose synthase-like A3, glycosyltransferase family 2 protein; mannan synthase 	2.4.1.32,5922522,A9RYZ3,A9RYZ3_PHYPA,EC 2.4.1.32,EDQ75893.1,PHYPADRAFT_207003,PP1S36_214V6,PP1S36_214V6.1,PUT-163a-Physcomitrella_patens-66454635,PUT-163a-Physcomitrella_patens-66454636,Ppa.8665,UPI0001620DE2,XM_001759157,XM_001759157.1,XP_001759209,XP_001759209.1,cslA3,ppp:PHYPADRAFT_207003
cslC3	3218.PP1S162_130V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=693:TRANS(64|85)+TRANS(106|128)+TRANS(174|196)+Pfam_Glycos_transf_2(226|405)+TRANS(648|670)+	Cellulose synthase-like C3, glycosyltransferase family 2 	5936618,A9T492,Cellulose synthase-like C3,CslC3,E1C9X6,E1C9X6_PHYPA,EDQ61813.1,PHYPADRAFT_191476,PP1S162_130V6,PP1S162_130V6.1,PUT-163a-Physcomitrella_patens-16427,Ppa.2437,Q09HS1,Q09HS1_PHYPA,UPI0000E0D938,XM_001773388,XM_001773388.1,XP_001773440,XP_001773440.1,cslC3,ppp:PHYPADRAFT_191476
cslD2	3218.PP1S57_129V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=1176:Pfam_zf-RING_4(152|201)+TRANS(314|336)+TRANS(343|365)+Pfam_Glyco_trans_2_3(844|1005)+	Cellulose synthase-like D2, glycosyltransferase family 2 	2.4.1.-,5926101,A9S910,A9S910_PHYPA,EC 2.4.1.-,EDQ72310.1,PHYPADRAFT_228819,PP1S57_129V6,PP1S57_129V6.1,PUT-163a-Physcomitrella_patens-46462,Ppa.5250,UPI0001621B5C,XM_001762757,XM_001762757.1,XP_001762809,XP_001762809.1,cslD2,ppp:PHYPADRAFT_228819
